elo_diff,streak_diff,months_since_diff,exp_diff,target
59.25639001763216,3,-7.033333333333332,3,1
13.924139292786549,0,7.033333333333332,-1,1
0.0,0,0.0,0,0
-14.727340661628205,0,2.0999999999999996,0,1
0.0,0,0.0,0,0
-33.01363390977235,-2,9.366666666666667,-2,1
47.15023784309324,3,-9.366666666666667,3,1
39.559109199255545,-1,5.133333333333334,7,0
28.799999999999955,1,-2.133333333333333,1,1
28.17714856986254,0,-7.233333333333333,1,1
0.0,0,0.0,0,0
-34.35901947219645,-4,9.566666666666668,-4,1
0.0,0,0.0,0,0
-14.385348201919214,0,7.499999999999999,-2,0
16.0,1,-10.299999999999999,1,1
24.643235874998254,0,2.466666666666667,3,0
-45.28325206661998,-1,-5.133333333333334,1,1
-10.493838957643447,-1,17.466666666666665,6,1
-37.57322664642106,-2,-19.599999999999998,-1,1
9.140698573408145,0,1.8666666666666667,0,1
-64.03372370332795,-1,12.766666666666667,0,0
29.723256737920792,1,-10.066666666666666,3,1
0.0,0,0.0,0,0
-55.21813275448926,-2,8.2,-2,0
22.983756794518513,0,5.3999999999999995,-1,0
0.0,0,0.0,0,1
-14.63452306871045,0,-9.833333333333332,1,1
43.17361840603644,1,-2.1,-1,0
16.0,0,-13.733333333333333,-1,1
6.739971695510349,0,-5.866666666666666,3,1
0.0,0,0.0,0,1
-11.209609888842351,1,-7.7333333333333325,3,1
-60.992121593586035,-4,5.866666666666666,-4,0
-48.59183858775282,-1,-39.16666666666667,-1,1
-33.857175265560045,-2,4.433333333333334,-3,0
2.152907719971381,-1,-4.666666666666667,0,0
18.07364217777763,1,-4.433333333333334,-1,0
27.47464777166033,0,5.3999999999999995,-1,1
0.0,0,0.0,0,1
-17.32325958083925,0,9.233333333333333,1,1
0.0,0,0.0,0,1
-29.728876618400818,0,-7.966666666666666,1,0
-22.895539809717093,-1,7.966666666666666,-1,0
-2.6365446763331875,-1,-57.13333333333333,-2,1
-9.365733851037703,0,0.0,0,1
45.83387693395616,2,2.333333333333333,-1,1
42.80396853459206,2,0.0,2,0
30.234789262778577,0,6.566666666666666,-1,1
0.0,0,0.0,0,0
24.26095277192462,0,1.8999999999999986,-1,1
0.0,0,0.0,0,1
0.0,0,0.0,0,1
0.0,0,0.0,0,0
0.0,0,0.0,0,0
79.47908552641388,3,-0.7333333333333325,3,1
-29.01854706976087,-1,7.266666666666666,-1,1
-3.5604859588645468,0,-3.0666666666666664,2,1
45.31625736990168,2,-7.266666666666666,2,0
14.465752054867608,0,-16.0,-1,1
-42.83921671608368,1,4.666666666666667,-3,0
-16.673546399508723,0,-1.1999999999999993,1,0
-80.82168825740678,-5,1.1999999999999993,-5,0
-22.324302412987663,0,37.300000000000004,1,1
-77.44537978151448,-3,0.0,-1,1
24.0,1,-9.133333333333333,1,1
-16.0,0,-9.133333333333333,1,1
-16.0,-1,9.133333333333333,-1,0
-14.737376508863008,-1,3.533333333333333,-1,0
23.534477644438766,0,-2.3000000000000007,-1,1
17.195592984750874,0,3.033333333333333,-1,0
0.0,0,0.0,0,1
131.0269827602424,4,-1.166666666666667,2,0
5.723882186405035,3,6.766666666666667,2,1
40.31213982035365,1,2.3000000000000007,5,1
24.46712014900004,0,40.6,7,0
-51.34860368349018,-2,-30.03333333333333,0,0
0.0,0,0.0,0,1
-54.463983294700256,-2,10.299999999999999,-6,1
14.896513768741443,1,-8.633333333333333,1,1
0.0,0,0.0,0,1
0.0,0,0.0,0,0
0.0,0,0.0,0,0
-62.09995685563899,-4,6.766666666666667,-4,0
29.799964232496222,0,3.966666666666667,-2,1
40.59499808329997,0,5.366666666666665,5,1
-19.47464777166033,-1,-12.366666666666667,-1,0
42.316482368199786,2,-5.833333333333333,2,0
13.30533559212472,0,12.133333333333333,2,1
26.980978790633344,1,-10.266666666666666,1,1
-16.0,0,-0.5,1,0
0.0,0,0.0,0,0
84.27670923064693,0,1.8666666666666671,5,1
-48.70143230617259,-4,7.033333333333332,-6,1
-9.185785169794826,-2,9.866666666666667,-4,0
66.4624522158615,3,-8.899999999999999,3,1
8.071967363856174,-1,0.0,4,1
106.33568801882234,7,-31.53333333333333,5,0
-15.71579864383284,3,3.266666666666666,-2,1
25.065652655316853,2,-0.9666666666666659,-1,1
0.0,0,0.0,0,1
26.39649707864669,0,5.566666666666668,5,0
-26.33582943457077,-1,7.533333333333332,-1,0
0.0,0,0.0,0,1
-31.26369320647791,-2,1.1999999999999993,-2,0
16.0,1,-10.299999999999999,1,1
-16.0,-1,4.699999999999999,-1,1
-9.86100761776197,0,5.666666666666666,-2,1
37.7389491696747,3,0.0,4,0
-32.476246883074964,3,0.0,-5,0
20.10983144239549,1,-2.3333333333333335,-1,0
-28.799999999999955,-1,10.299999999999999,-1,0
-88.63679164392192,-2,0.0,-7,0
-112.01898871738604,-3,0.0,-8,0
-61.4993720217974,-3,2.3,-3,0
-55.002369895025595,-2,12.833333333333334,-4,0
21.84619068258553,0,7.266666666666666,-1,0
14.884554232466371,1,6.7333333333333325,1,1
31.26369320647791,2,-9.133333333333333,2,0
-26.29419919658676,0,-7.466666666666667,-3,1
-19.264943720197607,0,0.0,-5,1
28.799999999999955,1,50.13333333333333,1,0
-25.125337169906516,-1,2.333333333333334,-1,0
42.53101284077934,0,-3.7666666666666657,4,1
36.7869763132951,1,-9.333333333333332,2,1
-36.27816755447293,-1,0.0,0,0
-3.6277584254767135,1,-4.633333333333333,0,0
-24.527868238809106,-1,1.8666666666666663,5,0
-17.730693487903864,-6,0.0,2,0
-11.613795240726631,-2,-1.1666666666666665,-2,0
28.35329952711595,2,0.0,0,0
-83.82457954994993,-4,8.666666666666666,-6,0
47.882658433091365,2,-10.7,0,1
26.66854198451597,1,5.6,-5,0
5.703894616169691,0,8.666666666666666,-5,0
16.051266788504563,1,43.166666666666664,1,0
-2.4190783420849584,-1,8.666666666666666,-2,1
-10.89011611093656,0,7.233333333333333,0,1
4.841460205260319,-1,6.333333333333333,-2,0
-39.05515170937451,-1,0.0,6,0
-59.96188569265473,-1,4.2,-3,0
-51.378976690971285,2,-4.2,-6,1
-48.12672810476215,-1,7.499999999999999,-4,0
-96.17158042048072,0,4.2,-7,0
106.24691987945403,5,0.0,3,0
61.198014565374024,3,-2.3333333333333335,1,0
-65.55644187900089,0,8.2,-4,0
13.367984735913296,0,2.333333333333333,1,1
58.703808900310605,3,-26.133333333333333,-2,1
-24.167101311600163,-1,8.2,-1,1
0.0,0,0.0,0,0
10.141022473586645,0,-1.166666666666667,2,1
-32.53785171231539,0,-10.733333333333333,2,1
-0.5891952391241375,0,-47.53333333333334,-2,0
-32.0,-1,12.366666666666667,0,0
0.0,0,0.0,0,0
0.0,0,0.0,0,0
-1.9101893770171046,-3,39.43333333333334,-1,0
71.82320782744773,2,-4.666666666666667,1,1
5.636540218094751,0,-18.2,-1,0
-10.558755841856964,-1,6.066666666666666,-6,1
-80.46045569649777,-2,8.399999999999999,-6,0
0.0,0,0.0,0,0
28.520205130219892,0,2.333333333333333,-1,1
0.0,0,0.0,0,0
0.0,0,0.0,0,1
-31.122459469992236,4,-1.6333333333333329,-4,1
-73.69946791280154,1,1.6333333333333329,-2,0
-24.60221099884552,-1,3.966666666666666,0,0
128.58845001004647,1,-16.333333333333332,9,0
44.54226910751436,-1,0.0,4,1
-18.20127066548139,0,7.466666666666666,-2,0
15.765037413463006,1,3.0666666666666664,1,1
-13.674978261174374,0,0.0,0,1
5.441039994519997,0,1.833333333333334,2,1
81.78867962616118,3,-3.7666666666666657,1,0
-69.05944091301467,-2,16.133333333333333,0,0
38.10797049326675,1,0.6999999999999993,-4,0
86.50776524337357,2,-6.1,4,1
-95.99791907182225,-5,-0.6999999999999993,-5,0
-66.40849885074817,-4,58.53333333333333,-4,0
90.2532803118736,4,0.0,4,0
35.73177421092987,0,45.53333333333334,12,0
23.41988653187491,0,0.0,1,0
-38.99766447408638,-1,24.5,-1,0
1.0485471845565826,-1,3.799999999999999,-3,0
31.800733146221546,-1,1.8666666666666671,8,0
-28.55736940855809,1,0.0,-2,0
13.045547241871873,0,-7.033333333333332,2,0
0.0,0,0.0,0,1
16.0,1,-2.633333333333333,1,0
-92.8199644054805,-3,2.633333333333333,-7,1
24.0,0,5.166666666666666,-1,0
0.0,0,0.0,0,1
-62.6933500743437,-3,0.0,-1,1
50.44605631561171,1,-1.8666666666666663,4,1
78.21528977341609,0,-0.5333333333333332,7,1
39.90101297841966,7,-1.8666666666666671,0,0
29.39958915915281,0,-60.43333333333334,12,0
-14.999740051171102,-2,8.899999999999999,-4,0
98.85674170743641,2,-8.899999999999999,7,0
-83.1584670648449,0,46.43333333333334,-9,0
19.90478363904481,1,-8.899999999999999,4,1
-7.831979698227769,-1,-6.999999999999999,-4,1
0.0,0,0.0,0,1
0.0,0,0.0,0,0
16.0,1,-7.033333333333332,1,0
-36.31615924827247,-1,7.033333333333332,-1,0
29.880877459678004,1,-7.033333333333332,1,0
-19.538974245268264,0,0.0,1,0
42.41905053578125,1,-3.2666666666666675,0,0
-39.1219738649213,-5,-6.533333333333334,-1,1
-123.39823954018334,-5,5.166666666666666,-8,0
-25.296077160573077,1,0.0,-7,0
1.3511857004766625,-1,-1.4000000000000004,15,0
-58.08921453441212,0,29.633333333333333,-3,0
-11.642531315226279,1,-3.2666666666666675,7,1
16.262650458026656,0,-10.466666666666667,-1,0
-30.309405342334912,-3,6.566666666666666,-5,0
-15.58010922619951,0,1.8666666666666671,-3,0
18.351432423467486,0,0.9333333333333336,-5,0
11.740922370378485,1,0.0,1,0
-16.73630679352209,-1,7.933333333333333,-1,1
17.372682486924532,1,-7.933333333333333,1,0
-50.07348844227113,-2,0.0,-4,0
-36.20604612231682,-4,14.0,-3,1
4.360037474722958,-1,-2.333333333333334,-6,1
36.986607946724234,1,-3.7333333333333334,3,0
34.91532394609135,0,-3.7333333333333334,2,0
25.06381878443335,0,-12.133333333333333,-1,1
-28.220562320385397,-4,-2.3666666666666667,-3,0
0.0,0,0.0,0,1
-39.43875830571983,0,1.8666666666666663,-4,1
0.7363067935220897,0,0.7333333333333325,-2,0
10.563048084285356,0,1.8666666666666663,2,1
-35.649150214932206,0,-10.1,2,0
16.0,0,-28.233333333333334,-1,1
16.77013981464279,1,-7.499999999999999,1,1
1.5071027861031325,-1,7.499999999999999,-6,0
-70.59887324233569,-1,0.0,-3,0
100.48245314119936,-1,0.0,9,1
-31.745636569969292,0,-4.233333333333333,3,1
-15.286881772204879,0,-26.133333333333333,-1,1
-45.301531095952214,1,-6.533333333333335,-2,0
26.722199141700003,2,0.0,-3,0
0.0,0,0.0,0,1
-84.33209943531165,-1,3.033333333333333,-9,1
-132.64805815059776,-1,7.466666666666666,-11,0
-14.501777194065198,1,-7.466666666666666,3,1
-42.746524555631595,-2,2.0666666666666664,0,1
-21.58376284990686,-3,2.0666666666666664,-5,0
25.855259654964357,1,-7.466666666666666,1,0
-22.423846862262508,0,4.633333333333335,1,0
12.841695509337342,1,3.2333333333333343,1,0
68.07994276402383,2,-2.5999999999999996,4,1
-15.219812105032133,-1,0.0,0,0
83.59804008336619,-1,0.0,9,1
61.543410330474444,2,4.2333333333333325,0,1
-114.755824977658,0,5.3999999999999995,-13,0
-5.440848719315227,3,2.6000000000000005,2,1
-19.004001532691063,-1,2.0666666666666664,-4,0
-30.939274067752876,-1,6.566666666666666,-1,1
0.6214915529837981,0,-4.466666666666666,7,0
-74.0539123286751,-2,2.0666666666666664,-10,0
24.75401450289928,0,-6.566666666666666,3,1
-5.08401441278852,0,-6.566666666666666,2,1
-12.508194972753472,0,-4.433333333333335,-2,0
15.75917724301894,-1,0.0,-1,1
0.0,0,0.0,0,1
0.0,0,0.0,0,1
0.0,0,0.0,0,1
0.0,0,0.0,0,0
0.0,0,0.0,0,1
0.0,0,0.0,0,1
0.0,0,0.0,0,0
-3.363855022291773,2,-4.166666666666667,-5,1
0.0,0,0.0,0,0
97.5310063925283,0,0.0,9,1
-19.343683288296916,-1,0.0,1,0
23.26169543445917,0,0.0,3,1
31.958307535554923,0,-6.3,3,1
-4.297912379539412,0,2.0666666666666673,-2,0
-13.100556127450773,0,2.0666666666666673,0,1
-16.0,-1,-72.1,-1,0
26.222516873445556,-1,2.0666666666666673,9,1
63.90793364883939,1,-58.6,3,1
40.27180009520407,1,-8.2,3,1
2.5467525211013253,-1,46.0,3,0
-31.357893436085078,-1,8.2,-1,0
16.0,1,-10.299999999999999,1,1
28.07243133871475,0,2.1,8,0
18.637302952620985,0,-7.699999999999999,-3,1
-81.06999524484058,-4,0.0,-5,0
-44.09999629537947,-2,8.433333333333334,-4,1
56.30246101971602,1,0.2333333333333334,-1,1
32.0,1,0.0,0,0
11.691730497155959,0,-23.833333333333336,-2,1
-56.563605122450554,-1,2.0999999999999996,0,0
-26.751528916502593,0,-6.1,1,1
41.78248362394788,1,-3.9666666666666663,1,1
-57.59999999999991,-1,0.0,0,1
-29.22139945199183,0,-5.633333333333333,1,1
-7.605226693617851,-1,-10.033333333333331,1,0
70.86735870182224,0,0.0,9,1
15.642709539112047,1,0.0,0,1
-28.799999999999955,-1,7.7333333333333325,-1,0
73.15172312610343,-2,0.0,12,1
-106.98208308054677,0,20.333333333333336,-1,0
-147.68227153319208,-3,50.43333333333333,-6,0
45.02579629284651,-2,0.0,9,0
-68.03019447985048,-2,22.666666666666668,-1,0
0.0,0,0.0,0,1
0.0,0,0.0,0,0
0.0,0,0.0,0,0
27.410950321681412,0,-3.533333333333333,-1,1
-53.78378335188927,-1,0.0,0,1
0.0,0,0.0,0,1
-12.702465428333426,0,4.166666666666668,0,0
21.30700968558017,0,-2.333333333333333,-3,1
9.843040174538373,1,-6.366666666666666,5,1
-73.21134776135818,-2,35.233333333333334,2,0
0.0,0,0.0,0,0
-56.932882373029315,-3,0.0,-6,0
24.251857249441855,0,2.566666666666667,3,0
0.0,0,0.0,0,0
0.0,0,0.0,0,0
0.0,0,0.0,0,1
0.0,0,0.0,0,0
0.0,0,0.0,0,0
-0.8571897089757385,1,-9.133333333333333,2,1
0.0,0,0.0,0,1
-16.0,0,-10.6,1,1
-1.4695015289755702,0,-8.666666666666666,2,1
-14.811785740171445,-2,0.0,6,1
16.204763414600166,2,-28.266666666666666,1,1
-120.89689655820666,-2,-5.8,-10,0
-14.559824082966998,0,-6.566666666666666,1,0
-47.16138452220275,-2,-2.0999999999999996,-2,0
-73.79310871219218,-1,7.199999999999999,-6,0
4.6771043851631475,0,0.4666666666666668,0,1
19.864766428118628,-1,-1.1,-2,1
52.34266368246813,2,0.1333333333333333,-1,1
-5.374130695928898,0,29.733333333333334,0,1
-32.0,-1,41.4,0,0
-0.8571897089757385,0,6.7333333333333325,-2,1
-41.229524626932516,-1,3.0333333333333337,0,1
24.0,1,-9.133333333333333,1,1
49.98288062513416,1,-45.5,-2,0
-21.795266016975347,0,8.166666666666666,-3,0
64.767196668216,0,8.166666666666666,-5,1
-37.87084322374494,0,-0.46666666666666634,-2,1
-6.806330355329692,-2,1.5999999999999996,-3,0
-57.01181954503386,-3,-15.833333333333332,-6,1
-46.61784338390521,-1,4.033333333333332,2,0
-75.43142098106114,-3,0.0,1,0
-52.952259696514375,-2,5.166666666666666,-2,0
66.64480443887715,3,-1.5666666666666664,1,1
30.746063137603187,0,21.933333333333334,1,0
0.0,0,0.0,0,1
-93.93740041403612,-6,-6.500000000000002,-8,1
42.15489724784425,2,-10.6,2,0
0.0,0,0.0,0,1
38.19798270135084,1,0.4666666666666668,-2,1
29.778652979438448,0,-1.4333333333333336,2,0
-55.92989342920737,0,-1.5666666666666673,-2,0
16.0,0,7.1,-1,1
-27.886189238934776,-1,3.5000000000000004,-1,1
-32.0394749648201,-1,2.4,0,1
-79.62985110100703,-4,9.5,-4,0
15.339697458724686,0,2.4,-1,0
1.4018288862171175,0,0.4666666666666668,-2,1
-21.64238784653162,0,0.6333333333333333,1,1
-40.528046187814425,-4,-3.3666666666666663,-2,1
-17.530162712024776,0,2.566666666666667,-2,1
86.69773866691435,-1,8.133333333333333,12,1
79.43513512845084,0,-5.699999999999999,14,1
32.342147151165136,2,5.6,4,1
12.903675038042365,0,2.3000000000000007,2,1
42.01379659580425,1,-6.533333333333333,0,1
52.38075214750302,1,0.0,-2,0
-14.12535222833958,-1,7.266666666666666,-2,0
28.714187265053624,2,-0.9333333333333336,-2,1
-6.11017283179217,0,7.8,-2,0
-46.99483132618752,-1,1.5666666666666664,0,0
-24.223062930034075,0,9.366666666666667,-3,0
-30.962247841976932,0,-4.6,-7,0
-61.610625076203405,-2,0.6333333333333329,-1,0
-80.27387785523342,-3,65.83333333333333,-2,0
-13.051436234598896,-1,8.433333333333334,-1,1
42.34593190609439,-4,-133.03333333333333,6,1
0.0,0,0.0,0,0
0.0,0,0.0,0,0
2.7495490619658085,-1,-3.966666666666667,-2,0
21.901132092495118,0,-9.533333333333333,3,1
0.0,0,0.0,0,1
0.0,0,0.0,0,1
12.395798885041586,0,9.533333333333333,-1,0
0.0,0,0.0,0,0
0.0,0,0.0,0,0
-8.606309207023514,-1,2.666666666666667,0,1
92.02564998604862,5,-9.399999999999999,5,0
-2.3140638540683085,-1,0.0,-2,1
20.223558576167534,1,-8.299999999999999,1,1
26.597901270919692,2,-2.333333333333333,0,1
-8.47364732964229,0,0.2999999999999998,-1,1
16.0,0,8.299999999999999,-1,0
12.404311946203961,0,9.7,-1,1
61.769670140519565,1,-42.9,0,1
103.27241504271251,3,-12.366666666666667,7,1
-23.760631459953174,-3,0.0,2,0
9.238470296518472,-2,0.0,0,1
24.264207336024356,-1,2.0333333333333337,7,1
6.150955667053495,0,6.3999999999999995,-4,0
9.29719301239993,0,15.4,4,1
15.497277873188068,2,-9.366666666666667,5,1
22.496408195986078,0,7.033333333333332,-1,1
74.41980235518417,0,1.1,7,0
16.600758293571744,1,-9.433333333333334,1,1
27.99868063526992,-1,0.0,5,1
-43.17464450467469,-1,0.0,-2,0
5.828872111907458,0,-1.4000000000000004,-2,1
-24.569401953814577,0,1.7000000000000002,-4,0
0.0,0,0.0,0,1
0.0,0,0.0,0,1
0.0,0,0.0,0,1
-28.799999999999955,0,-2.666666666666666,1,0
0.0,0,0.0,0,1
0.0,0,0.0,0,1
-1.0072506205997342,0,0.0,0,0
0.7363067935220897,1,-10.2,2,0
-24.869143617802365,-1,10.533333333333333,-5,0
26.937805528146555,1,-10.533333333333333,1,1
21.616576959662098,0,2.8000000000000003,4,1
23.85201412862034,0,2.466666666666667,-1,1
-170.3202557255372,-2,0.0,-8,0
-89.59265271773347,-5,2.8,-7,0
-5.585789701306794,-4,2.8,2,0
-34.40373409834933,-1,8.2,-3,0
15.66936060974649,0,0.0,0,0
0.0,0,0.0,0,0
0.0,0,0.0,0,1
108.10096527821406,6,45.03333333333334,6,0
0.0,0,0.0,0,0
0.9302788763757235,0,-0.1333333333333333,0,1
-38.67674041916075,-1,9.5,0,1
41.88127582164566,0,-1.0666666666666664,2,1
40.0,1,0.0,0,1
-5.10988388906344,0,-49.1,-3,0
-28.799999999999955,-1,8.566666666666666,-1,0
-16.0,0,-8.566666666666666,1,0
-16.0,-1,8.566666666666666,-1,0
-144.2383095393111,-4,0.0,-7,0
-48.26801441471889,-2,-5.533333333333333,-1,0
57.866678673322895,3,-8.566666666666666,3,1
-131.9533205949083,-6,-3.8666666666666667,-6,1
-8.182339228338606,2,-2.333333333333333,-2,0
-46.552498915213164,-1,7.499999999999999,-4,0
0.0,0,2.1,0,0
0.0,0,0.0,0,1
16.283232386245345,0,8.899999999999999,-1,0
53.50931197696309,2,-10.533333333333333,2,0
-16.0,-1,9.299999999999999,-1,0
30.685350180921205,0,2.0999999999999996,-1,1
6.0815349612464615,0,8.4,1,0
17.646490440524758,0,-22.66666666666667,3,1
17.006899806826368,0,-3.5,3,1
8.430758388658205,1,0.0,3,1
32.940741637498604,0,-0.4666666666666668,0,1
-35.0588585608773,0,-4.166666666666666,-2,0
103.45905157022435,2,-6.766666666666666,9,0
90.48331690373311,1,0.0,3,1
-3.549322058972848,0,-6.333333333333333,2,0
-7.738519557423388,-2,-1.3999999999999995,6,0
38.413989419353356,1,-9.366666666666667,9,1
0.0,0,0.0,0,0
18.99222724942183,0,1.9666666666666668,-3,0
-24.0,-1,9.066666666666666,-1,0
-28.357573926711666,-1,7.7333333333333325,-3,0
58.02139998467351,4,0.0,-2,1
-77.6753237892533,-3,8.233333333333333,-6,0
48.605052144585216,-1,-1.3333333333333335,2,1
-8.561839595222182,1,-16.433333333333334,-3,1
-16.0,-1,8.533333333333333,-1,0
