fighter_a_elo,fighter_b_elo,elo_diff,target
1500.0,1500.0,0.0,1
1500.0,1500.0,0.0,0
1528.8,1500.0,28.799999999999955,1
1471.2,1500.0,-28.799999999999955,1
1500.0,1543.4767404191607,-43.476740419160706,0
1485.3232595808392,1500.0,-14.676740419160751,1
1500.0,1482.6767404191608,17.32325958083925,0
1500.0,1488.5232595808393,11.476740419160706,0
1557.484948217633,1500.0,57.48494821763302,1
1500.0,1485.9917922015277,14.008207798472313,0
1500.0,1515.3391364059669,-15.339136405966883,0
1500.0,1469.9841231748724,30.015876825127634,0
1500.0,1500.0,0.0,0
1499.4738455651488,1500.0,-0.5261544348511507,1
1505.0515908582338,1516.0,-10.948409141766206,1
1500.0,1500.0,0.0,0
1500.0,1500.0,0.0,1
1500.0,1471.2,28.799999999999955,0
1500.0,1516.0,-16.0,0
1500.0,1500.0,0.0,1
1570.861563636826,1500.0,70.86156363682608,1
1583.642776495536,1528.8,54.8427764955361,1
1597.1379428776193,1500.0,97.13794287761925,1
1488.3603421431549,1500.0,-11.639657856845133,1
1500.0,1528.8,-28.799999999999955,0
1500.0,1504.8961677486122,-4.896167748612243,0
1500.0,1608.7776007344644,-108.77760073446439,0
1500.0,1500.0,0.0,0
1500.0,1483.4641743945426,16.535825605457376,0
1500.0,1515.3048336179168,-15.304833617916756,0
1500.0,1500.0,0.0,1
1520.670705816055,1516.0,4.670705816055033,1
1500.0,1500.0,0.0,0
1500.0,1528.8,-28.799999999999955,0
1500.0,1500.0,0.0,1
1500.0,1500.0,0.0,1
1500.0,1500.0,0.0,1
1528.8,1516.0,12.799999999999955,1
1536.4556248209667,1516.0,20.455624820966705,1
1563.5619519393392,1556.5394485695767,7.0225033697624895,1
1543.4746477716603,1579.2385977410945,-35.76394996943418,1
1484.2254619325572,1488.8936728816275,-4.6682109490702715,0
1500.0,1504.6787067586592,-4.678706758659246,0
1500.0,1484.2154493854166,15.784550614583395,0
1500.0,1500.0,0.0,1
1500.0,1534.7588377490383,-34.75883774903832,0
1469.8924697158116,1500.0,-30.107530284188442,1
1500.0,1514.322979669605,-14.322979669605047,0
1500.0,1468.4404280555254,31.559571944474555,0
1520.4632573732426,1540.8628027678214,-20.39954539457881,1
1501.181946806428,1500.0,1.181946806427959,0
1528.897974813544,1530.6332016757872,-1.7352268622432803,1
1500.0,1472.283971992884,27.716028007115938,0
1544.9778842992469,1484.0,60.97788429924685,1
1502.3818672455106,1482.7263303693658,19.65553687614488,0
1500.0,1489.5576416235183,10.442358376481707,0
1500.0,1500.0,0.0,0
1500.0,1500.0,0.0,1
1500.0,1528.8,-28.799999999999955,0
1514.5532921900842,1500.0,14.553292190084221,1
1537.401613105971,1561.5973996063926,-24.19578650042172,0
1522.5140724024225,1558.1982312670002,-35.68415886457774,1
1541.9363761386096,1576.484940309941,-34.54856417133146,0
1540.1516345971784,1523.9244470350932,16.22718756208519,1
1519.2229801502324,1590.8991435124997,-71.67616336226729,0
1543.4767404191607,1527.522172936051,15.954567483109713,0
1513.1539020418668,1500.0,13.153902041866786,1
1516.0,1500.2150809950883,15.784919004911671,0
1540.5606690722443,1530.600475521233,9.960193551011344,1
1561.1158459063622,1487.21878714129,73.89705876507219,1
1500.0,1500.0,0.0,1
1471.2,1500.0,-28.799999999999955,1
1500.0,1528.8,-28.799999999999955,0
1473.5818672455107,1500.0,-26.418132754489307,1
1500.0,1468.8181327544894,31.181867245510603,0
1500.0,1506.4777457399261,-6.477745739926149,0
1555.2181327544893,1500.0,55.21813275448926,1
1500.0,1502.3818672455106,-2.381867245510648,0
1500.0,1500.0,0.0,1
1468.7105229093836,1500.0,-31.2894770906164,1
1500.0,1500.0,0.0,0
1500.0,1530.9844300661346,-30.984430066134564,1
1500.0,1528.5484317282933,-28.54843172829328,0
1500.0,1579.4790855264139,-79.47908552641388,0
1603.644377922806,1573.7631652281868,29.88121269461908,1
1601.8033879394015,1500.0,101.80338793940155,0
1499.6228230805107,1537.005300320515,-37.38247724000439,0
1564.7980876188865,1500.0,64.79808761888648,1
1485.3377371547124,1500.0,-14.662262845287614,1
1500.0,1476.50988842051,23.490111579490076,0
1588.2881991983766,1554.9872763497747,33.300922848601886,1
1504.5675365246507,1484.0,20.567536524650677,1
1500.0,1473.5818672455107,26.418132754489307,0
1551.2903862463133,1500.0,51.290386246313346,1
1544.2563919031797,1482.5678650775048,61.6885268256749,0
1575.8693877387968,1507.2540942379458,68.61529350085107,1
1486.2502676769845,1500.0,-13.74973232301545,1
1525.4450116211194,1519.621471342613,5.823540278506471,1
1599.0544655641995,1500.0,99.05446556419952,1
1500.0,1500.0,0.0,0
1501.3792453595652,1500.0,1.379245359565175,1
1500.0,1484.069016412543,15.930983587456922,0
1541.1768527928482,1614.3362058655512,-73.15935307270297,0
1528.8,1528.497038131108,0.30296186889199817,0
1528.9392696826,1627.0160205272914,-98.07675084469133,0
1474.5714678194654,1522.179469085454,-47.608001265988605,1
1559.1358630396192,1514.1886597226046,44.947203317014555,1
1515.3524160262723,1638.6156851038465,-123.26326907757425,0
1468.9460651820377,1517.339605106045,-48.3935399240072,0
1557.3221515621328,1500.0972141682203,57.22493739391257,1
1500.0,1471.2,28.799999999999955,0
1499.974886568975,1513.6338456050846,-13.658959036109536,1
1500.0,1500.0,0.0,1
1500.0,1500.0,0.0,0
1500.0,1502.8831358912457,-2.883135891245729,0
1500.0,1500.0,0.0,1
1500.0,1517.3157290971299,-17.31572909712986,0
1500.0,1500.0,0.0,1
1528.8,1518.7503656243694,10.049634375630603,0
1544.6815625105983,1528.8,15.881562510598314,0
1618.2716801113736,1610.6125425768464,7.65913753452719,0
1581.4210355601938,1558.915555220179,22.505480340014856,0
1500.0,1500.0,0.0,1
1555.2181327544893,1500.0,55.21813275448926,1
1500.0,1528.8,-28.799999999999955,0
1500.0,1471.2,28.799999999999955,0
1468.8181327544894,1500.0,-31.181867245510603,1
1486.5216929044864,1500.0,-13.478307095513628,1
1500.0,1500.0,0.0,0
1472.5253522283397,1568.696439850003,-96.17108762166322,0
1500.0,1626.9652017694575,-126.96520176945751,1
1500.0,1500.0,0.0,0
1500.0,1484.0635162624353,15.936483737564686,1
1500.0,1484.2982766544721,15.701723345527853,0
1500.0,1500.0,0.0,0
1500.0,1475.4209985075165,24.579001492483485,1
1500.247084322211,1500.0,0.24708432221109433,0
1528.8,1516.0,12.799999999999955,1
1526.7659634025617,1516.0113786516224,10.75458475093933,1
1500.0,1542.270854593277,-42.27085459327691,0
1521.5998802648767,1550.7580922158727,-29.15821195099602,1
1543.4767404191607,1589.5784985645,-46.10175814533932,1
1500.0,1556.3337583019368,-56.33375830193677,0
1500.0,1515.266612068454,-15.266612068453924,0
1500.0,1508.6711937300033,-8.671193730003324,0
1485.9370962913401,1500.0,-14.06290370865986,1
1500.0,1471.2,28.799999999999955,0
1500.0,1533.4184506006816,-33.41845060068158,0
1544.2108047608758,1500.0,44.21080476087582,0
1556.9792542934406,1516.941503638559,40.03775065488162,1
1500.0,1500.0,0.0,1
1576.0759846902201,1538.9395218800678,37.13646281015235,1
1500.0,1507.2933254904237,-7.29332549042374,1
1500.0,1500.0,0.0,1
1535.213039363229,1526.1857403230865,9.027299040142452,1
1518.0250644377893,1500.0,18.025064437789297,1
1500.0,1500.0,0.0,0
1484.0,1500.0,-16.0,1
1500.0,1500.0,0.0,1
1500.0,1516.0,-16.0,0
1500.0,1500.0,0.0,0
1484.7026013319344,1500.0,-15.297398668065625,0
1500.0,1500.0,0.0,1
1500.0,1500.0,0.0,1
1500.0,1500.0,0.0,1
1500.0,1547.8842026555492,-47.88420265554919,0
1516.0,1516.0,0.0,1
1500.0,1605.3653215045808,-105.36532150458083,1
1500.0,1545.3322507248456,-45.33225072484561,0
1500.0,1572.7398768059252,-72.73987680592518,1
1571.1435663935504,1500.0,71.14356639355037,1
1528.8,1531.263693206478,-2.4636932064779558,0
1559.2563900176322,1500.0,59.25639001763216,1
1500.0,1486.0758607072135,13.924139292786549,1
1500.0,1500.0,0.0,0
1516.3358207250317,1531.0631613866599,-14.727340661628205,1
1500.0,1500.0,0.0,0
1533.0136339097724,1500.0,33.01363390977235,0
1547.1502378430932,1500.0,47.15023784309324,1
1574.302160117921,1534.7430509186654,39.559109199255545,0
1528.8,1500.0,28.799999999999955,1
1484.736306793522,1512.9134553633846,-28.17714856986254,0
1500.0,1500.0,0.0,0
1516.4383909329713,1550.7974104051677,-34.35901947219645,1
1500.0,1500.0,0.0,0
1500.0,1514.3853482019192,-14.385348201919214,0
1500.0,1516.0,-16.0,0
1524.6432358749983,1500.0,24.643235874998254,0
1470.71674793338,1516.0,-45.28325206661998,1
1504.802144674543,1515.2959836321863,-10.493838957643447,1
1542.8041207639833,1580.3773474104044,-37.57322664642106,1
1526.273662214262,1517.1329636408539,9.140698573408145,1
1552.5569832841672,1488.5232595808393,64.03372370332795,1
1500.0,1529.7232567379208,-29.723256737920792,0
1500.0,1500.0,0.0,1
1500.0,1555.2181327544893,-55.21813275448926,0
1477.0162432054815,1500.0,-22.983756794518513,1
1500.0,1500.0,0.0,0
1485.3654769312895,1500.0,-14.63452306871045,1
1528.8,1485.6263815939635,43.17361840603644,0
1500.0,1484.0,16.0,1
1500.0,1506.7399716955103,-6.739971695510349,0
1500.0,1500.0,0.0,1
1488.7903901111576,1500.0,-11.209609888842351,1
1500.0,1560.992121593586,-60.992121593586035,0
1507.5102722341444,1556.1021108218972,-48.59183858775282,1
1518.5192667295585,1484.6620914639984,33.857175265560045,1
1574.70659533277,1572.5536876127985,2.152907719971381,0
1516.0,1497.9263578222224,18.07364217777763,0
1500.0,1472.5253522283397,27.47464777166033,1
1500.0,1500.0,0.0,1
1482.6767404191608,1500.0,-17.32325958083925,1
1500.0,1500.0,0.0,1
1500.0,1470.2711233815992,29.728876618400818,1
1500.0,1522.895539809717,-22.895539809717093,0
1500.0,1502.6365446763332,-2.6365446763331875,1
1524.0,1514.6342661489623,9.365733851037703,0
1576.1083262739053,1530.2744493399491,45.83387693395616,1
